,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low
70,2,Morning Run,6529.4,2400,2403,25.2,Run,Run,,13941743618,2025-03-21T02:00:52Z,2025-03-21T07:30:52Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,2,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516743, 73.926534]","[18.518486, 73.928528]",2.721,4.942,78.4,TRUE,164.1,184,FALSE,TRUE,564.9,555.1
71,2,Morning Yoga,0,2564,2564,0,Yoga,Yoga,,13932547599,2025-03-20T02:55:52Z,2025-03-20T08:25:52Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,TRUE,FALSE,everyone,FALSE,,[],[],0,0,,FALSE,,,FALSE,FALSE,,
72,2,Morning Yoga,0,824,824,0,Workout,Yoga,,13885249029,2025-03-15T03:02:47Z,2025-03-15T08:32:47Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,109.9,147,FALSE,TRUE,0,0
73,2,Morning Run,10120.8,3656,3660,30.4,Run,Run,,13885122995,2025-03-15T01:42:55Z,2025-03-15T07:12:55Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,8,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516788, 73.926525]","[18.51535, 73.92819]",2.768,6.856,79.2,TRUE,177,193,FALSE,TRUE,564.1,552.2
74,2,Morning Yoga,0,4016,4016,0,Yoga,Yoga,,13877459930,2025-03-14T02:53:46Z,2025-03-14T08:23:46Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,106.6,154,FALSE,TRUE,0,0
75,2,Morning Yoga (Post Run),0,932,932,0,Workout,Yoga,,13867687655,2025-03-13T03:13:12Z,2025-03-13T08:43:12Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,93.9,133,FALSE,TRUE,0,0
76,2,Morning Run,5759.8,2318,2318,30.7,Run,Run,,13867573151,2025-03-13T02:15:04Z,2025-03-13T07:45:04Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516861, 73.926551]","[18.518697, 73.928887]",2.485,3.945,76.7,TRUE,162.8,182,FALSE,TRUE,564.7,556.1
77,2,Morning Yoga,0,3206,3206,0,Workout,Yoga,,13862449722,2025-03-12T02:15:03Z,2025-03-12T07:45:03Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,77,120,FALSE,TRUE,0,0
78,2,Morning Yoga (Post Run),0,934,934,0,Workout,Yoga,,13862449610,2025-03-11T03:08:39Z,2025-03-11T08:38:39Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,2,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,106.3,142,FALSE,TRUE,0,0
79,2,Morning Run,5138.4,1790,1790,23.6,Run,Run,,13848385107,2025-03-11T02:18:09Z,2025-03-11T07:48:09Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516818, 73.926446]","[18.516536, 73.924882]",2.871,4.446,78.8,TRUE,174.6,193,FALSE,TRUE,565.9,556.1
80,2,Morning Yoga,0,3755,3755,0,Workout,Yoga,,13839414327,2025-03-10T02:32:46Z,2025-03-10T08:02:46Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,110.3,157,FALSE,TRUE,0,0
81,2,Morning Yoga (Post Run),0,1244,1244,0,Workout,Yoga,,13829023335,2025-03-09T03:32:17Z,2025-03-09T09:02:17Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,101.8,137,FALSE,TRUE,0,0
82,2,Morning Run,5521.5,2004,2007,33.8,Run,Run,,13828930606,2025-03-09T02:40:15Z,2025-03-09T08:10:15Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516122, 73.927123]","[18.518201, 73.926238]",2.755,9.212,78.8,TRUE,165.9,186,FALSE,TRUE,565.7,556.1
83,2,Morning Run,5393,1998,2022,42.9,Run,Run,,13801832347,2025-03-06T03:04:47Z,2025-03-06T08:34:47Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[28.602852, 77.452087]","[28.602919, 77.452248]",2.699,4.6,,TRUE,175.5,194,FALSE,TRUE,214,200.1
84,2,Morning Yoga,0,2372,2372,0,Yoga,Yoga,,13792558458,2025-03-05T03:04:24Z,2025-03-05T08:34:24Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,83.3,137,FALSE,TRUE,0,0
85,2,Morning Yoga (Post Run),0,420,420,0,Yoga,Yoga,,13783068416,2025-03-04T04:06:22Z,2025-03-04T09:36:22Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,1,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,98.9,131,FALSE,TRUE,0,0
86,2,Morning Run,6316,2411,2429,42.5,Run,Run,,13782948531,2025-03-04T02:59:29Z,2025-03-04T08:29:29Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[28.603069, 77.451958]","[28.604376, 77.455826]",2.62,4.2,,TRUE,176.4,194,FALSE,TRUE,214,200
87,2,Morning Yoga,0,2753,2753,0,Workout,Yoga,,13774138472,2025-03-03T03:09:39Z,2025-03-03T08:39:39Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,95.4,142,FALSE,TRUE,0,0
88,2,Morning Walk,1653,1276,1481,4.4,Walk,Walk,,13774132400,2025-03-02T02:10:45Z,2025-03-02T07:40:45Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[26.924849, 75.801697]","[26.921137, 75.787888]",1.295,3.2,,TRUE,106.9,124,FALSE,TRUE,445.5,436.3
89,2,Evening Walk,2248,1866,2007,14.3,Walk,Walk,,13760184618,2025-03-01T14:06:07Z,2025-03-01T19:36:07Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,3,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[26.920448, 75.789818]","[26.926062, 75.80143]",1.205,2.2,,TRUE,99.3,119,FALSE,TRUE,448.9,436.1
90,2,Exploring Amer Fort,1157.4,1265,2229,50.7,Walk,Walk,,13750593800,2025-02-28T11:47:32Z,2025-02-28T17:17:32Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[26.987516, 75.853622]","[26.987371, 75.85453]",0.915,2.2,,TRUE,112.6,149,FALSE,TRUE,473.1,415.4
91,2,Morning Walk,1897,1586,2843,8.6,Walk,Walk,,13738682221,2025-02-27T05:16:07Z,2025-02-27T10:46:07Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[26.921726, 75.787132]","[26.92602, 75.801262]",1.196,2.4,,TRUE,102.5,120,FALSE,TRUE,445.7,437
92,2,Morning Yoga,0,2048,2048,0,Workout,Yoga,,13731995348,2025-02-26T03:15:23Z,2025-02-26T08:45:23Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,2,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,74.8,124,FALSE,TRUE,0,0
93,2,Morning Yoga (Post Run),0,400,400,0,Workout,Yoga,,13719635886,2025-02-25T04:11:45Z,2025-02-25T09:41:45Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,2,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,97.9,126,FALSE,TRUE,0,0
94,2,Morning Run,6208,2294,2304,34,Run,Run,,13719512294,2025-02-25T03:09:27Z,2025-02-25T08:39:27Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,2,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[28.603245, 77.451858]","[28.605219, 77.455231]",2.706,4,,TRUE,174.9,190,FALSE,TRUE,214,200
95,2,Evening Walk,3800,2780,2780,0,Walk,Walk,,13714005360,2025-02-24T12:45:32Z,2025-02-24T18:15:32Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,TRUE,FALSE,everyone,FALSE,,[],[],1.367,0,,FALSE,,,FALSE,FALSE,,
96,2,Morning Yoga,0,3957,3957,0,Yoga,Yoga,,13710667218,2025-02-24T02:46:11Z,2025-02-24T08:16:11Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,99.5,147,FALSE,TRUE,0,0
97,2,Morning Yoga (Post Run),0,886,886,0,Workout,Yoga,,13701109058,2025-02-23T04:50:42Z,2025-02-23T10:20:42Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,96.5,127,FALSE,TRUE,0,0
98,2,Morning Run,6212,2246,2255,34.2,Run,Run,,13700999629,2025-02-23T03:27:22Z,2025-02-23T08:57:22Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[28.603268, 77.451797]","[28.603538, 77.452171]",2.766,4.8,,TRUE,174.4,193,FALSE,TRUE,214,200
99,2,Evening Yoga,0,3180,3180,0,Yoga,Yoga,,13687260153,2025-02-21T13:29:49Z,2025-02-21T18:59:49Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,2,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,104.5,149,FALSE,TRUE,0,0
100,2,Morning Yoga (Post Run),0,973,973,0,Yoga,Yoga,,13675143842,2025-02-20T03:29:31Z,2025-02-20T08:59:31Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,109.3,149,FALSE,TRUE,0,0
101,2,Morning Run,7018.2,2825,2833,13.8,Run,Run,,13675069975,2025-02-20T02:28:44Z,2025-02-20T07:58:44Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516791, 73.926493]","[18.518496, 73.928462]",2.484,4.896,78.3,TRUE,168.6,193,FALSE,TRUE,563,555.1
102,2,Morning Yoga (Post Run),0,1022,1022,0,Workout,Yoga,,13656702834,2025-02-18T02:55:05Z,2025-02-18T08:25:05Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,90.6,120,FALSE,TRUE,0,0
103,2,Morning Run,5019.8,2256,2261,28.7,Run,Run,,13656614346,2025-02-18T02:02:27Z,2025-02-18T07:32:27Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,8,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.51664, 73.926529]","[18.519131, 73.926484]",2.225,3.709,76.1,TRUE,151.2,183,FALSE,TRUE,565.1,556.4
104,2,Morning Yoga,0,2951,2951,0,Workout,Yoga,,13648043709,2025-02-17T02:21:51Z,2025-02-17T07:51:51Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,98.5,143,FALSE,TRUE,0,0
105,2,Evening Run,10232.2,3964,3964,24.6,Run,Run,,13643800375,2025-02-16T13:59:33Z,2025-02-16T19:29:33Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516646, 73.926397]","[18.51855, 73.927983]",2.581,4.401,79.4,TRUE,173.6,191,FALSE,TRUE,563.8,555.9
106,2,Morning Walk at Marine Drive,1514.2,1111,1111,0,Walk,Walk,,13629570412,2025-02-15T02:20:07Z,2025-02-15T07:50:07Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.942136, 72.823301]","[18.942263, 72.823293]",1.363,2.307,,FALSE,,,FALSE,FALSE,8.7,6.7
107,2,Morning Yoga (Post Run),0,513,513,0,Yoga,Yoga,,13613895695,2025-02-13T03:14:33Z,2025-02-13T08:44:33Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,108.3,144,FALSE,TRUE,0,0
108,2,Morning Run,8013.6,3252,3252,28.5,Run,Run,0,13613687587,2025-02-13T02:11:09Z,2025-02-13T07:41:09Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.51676, 73.926471]","[18.518487, 73.927713]",2.464,4.324,78.3,TRUE,165.9,185,FALSE,TRUE,564.8,555.1
109,2,Morning Yoga,0,3604,3604,0,Workout,Yoga,,13605008090,2025-02-12T02:14:33Z,2025-02-12T07:44:33Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,7,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,97.3,148,FALSE,TRUE,0,0
110,2,Morning Yoga (Post Run),0,1136,1136,0,Yoga,Yoga,,13595868616,2025-02-11T03:20:05Z,2025-02-11T08:50:05Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,96.6,141,FALSE,TRUE,0,0
111,2,Morning Run,7015.9,3092,3100,19.9,Run,Run,,13595778898,2025-02-11T02:15:08Z,2025-02-11T07:45:08Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516717, 73.926454]","[18.518602, 73.927535]",2.269,4.303,77.5,TRUE,155.8,172,FALSE,TRUE,562.3,554.1
112,2,Morning Yoga,0,2068,2068,0,Workout,Yoga,,13587435059,2025-02-10T02:47:04Z,2025-02-10T08:17:04Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,79.8,128,FALSE,TRUE,0,0
113,2,Evening Run,10058.8,3986,3993,49.9,Run,Run,,13583665631,2025-02-09T14:44:31Z,2025-02-09T20:14:31Z,(GMT+05:30) Asia/Kolkata,19800,,,,2,7,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.51654, 73.926504]","[18.518216, 73.928461]",2.524,6.9,78.6,TRUE,167.4,183,FALSE,TRUE,564.9,551.4
114,2,Afternoon Kayaking,0,1447,1447,0,Kayaking,Kayaking,,13570087163,2025-02-08T07:34:20Z,2025-02-08T13:04:20Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,2,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,81.5,131,FALSE,TRUE,0,0
115,2,Morning Yoga,0,2461,2461,0,Workout,Yoga,,13568954596,2025-02-08T02:09:10Z,2025-02-08T07:39:10Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,100.5,150,FALSE,TRUE,0,0
116,2,Morning Workout,0,2551,2551,0,Workout,Workout,,13561250118,2025-02-07T02:36:29Z,2025-02-07T08:06:29Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,111.5,146,FALSE,TRUE,0,0
117,2,Morning Yoga (Post Run),0,787,787,0,Yoga,Yoga,,13552492603,2025-02-06T03:32:05Z,2025-02-06T09:02:05Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,108.4,138,FALSE,TRUE,0,0
118,2,Morning Run,7010.6,2896,2900,28.3,Run,Run,0,13552426240,2025-02-06T02:30:15Z,2025-02-06T08:00:15Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516758, 73.926523]","[18.518528, 73.928334]",2.421,4.461,77.7,TRUE,159.7,188,FALSE,TRUE,564.2,555.1
119,2,Morning Yoga,0,2711,2711,0,Workout,Yoga,,13543149214,2025-02-05T02:28:57Z,2025-02-05T07:58:57Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,72.2,104,FALSE,TRUE,0,0
120,2,Morning Yoga (Post Run),0,1139,1139,0,Workout,Yoga,,13533700399,2025-02-04T03:18:19Z,2025-02-04T08:48:19Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,93.3,126,FALSE,TRUE,0,0
121,2,Morning Run,5516.5,2508,2515,23.7,Run,Run,,13533604931,2025-02-04T02:19:54Z,2025-02-04T07:49:54Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516732, 73.926498]","[18.51841, 73.928608]",2.2,3.229,76.3,TRUE,151.9,170,FALSE,TRUE,562.8,555.1
122,2,Morning Workout,0,2827,2827,0,Workout,Workout,,13524888693,2025-02-03T02:56:05Z,2025-02-03T08:26:05Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,109.1,142,FALSE,TRUE,0,0
123,2,Morning Yoga (Post Run),0,1044,1044,0,Workout,Yoga,,13515283261,2025-02-02T02:23:15Z,2025-02-02T07:53:15Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,97.6,117,FALSE,TRUE,0,0
124,2,Morning Run (Pune Half Marathon),10039,3520,3549,87.7,Run,Run,0,13514905449,2025-02-02T00:32:43Z,2025-02-02T06:02:43Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,3,11,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.549903, 73.939864]","[18.549386, 73.939532]",2.852,6.82,,FALSE,,,FALSE,FALSE,572,541.4
125,2,Morning Yoga,0,2878,2878,0,Workout,Yoga,,13506232987,2025-02-01T03:35:08Z,2025-02-01T09:05:08Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,99.7,138,FALSE,TRUE,0,0
126,2,Morning Yoga,0,3900,3900,0,Yoga,Yoga,,13498059224,2025-01-31T02:00:49Z,2025-01-31T07:30:49Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,FALSE,FALSE,TRUE,FALSE,everyone,FALSE,,[],[],0,0,,FALSE,,,FALSE,FALSE,,
127,2,Morning Yoga (Post Run),0,1268,1268,0,Yoga,Yoga,,13489470012,2025-01-30T03:15:06Z,2025-01-30T08:45:06Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,105.1,141,FALSE,TRUE,0,0
128,2,Morning Run,5681.6,2069,2069,14.6,Run,Run,,13489371711,2025-01-30T02:27:39Z,2025-01-30T07:57:39Z,(GMT+05:30) Asia/Kolkata,19800,,,,2,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516812, 73.926545]","[18.518483, 73.927065]",2.746,4.445,78.9,TRUE,175.1,188,FALSE,TRUE,564.1,554.8
129,2,Morning Yoga,0,4187,4187,0,Workout,Yoga,,13480329729,2025-01-29T01:58:01Z,2025-01-29T07:28:01Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,98.7,146,FALSE,TRUE,0,0
130,2,Morning Yoga (Post Run),0,788,788,0,Workout,Yoga,,13471168323,2025-01-28T03:24:14Z,2025-01-28T08:54:14Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,102.5,129,FALSE,TRUE,0,0
131,2,Morning Run,5518.4,2297,2297,21.7,Run,Run,,13471094654,2025-01-28T02:30:22Z,2025-01-28T08:00:22Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516807, 73.926491]","[18.518462, 73.928873]",2.402,3.87,76.5,TRUE,157.6,182,FALSE,TRUE,563.8,554.9
132,2,Morning Yoga,0,4119,4119,0,Workout,Yoga,,13462828365,2025-01-27T02:30:43Z,2025-01-27T08:00:43Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,88.7,127,FALSE,TRUE,0,0
133,2,Morning Yoga (Post Run),0,697,697,0,Workout,Yoga,,13444682314,2025-01-25T04:07:10Z,2025-01-25T09:37:10Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,107.5,132,FALSE,TRUE,0,0
134,2,Morning Run,10078.6,3848,3915,51.3,Run,Run,,13444640890,2025-01-25T02:28:38Z,2025-01-25T07:58:38Z,(GMT+05:30) Asia/Kolkata,19800,,,,1,6,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516797, 73.926454]","[18.516073, 73.927565]",2.619,6.596,78.2,TRUE,175.3,191,FALSE,TRUE,564,555
135,2,Morning Yoga,0,4630,4630,0,Workout,Yoga,,13436997610,2025-01-24T02:31:51Z,2025-01-24T08:01:51Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,110,150,FALSE,TRUE,0,0
136,2,Morning Yoga (Post Run),0,1230,1230,0,Workout,Yoga,,13428528299,2025-01-23T03:21:43Z,2025-01-23T08:51:43Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,1,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,93,127,FALSE,TRUE,0,0
137,2,Morning Run,4508.6,2089,2089,18.6,Run,Run,0,13428431977,2025-01-23T02:32:37Z,2025-01-23T08:02:37Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516816, 73.926545]","[18.518202, 73.926304]",2.158,3.751,74.2,TRUE,148.4,183,FALSE,TRUE,563.4,557.4
138,2,Morning Yoga,0,4807,4807,0,Workout,Yoga,,13419876442,2025-01-22T02:23:29Z,2025-01-22T07:53:29Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,98.6,148,FALSE,TRUE,0,0
139,2,Morning Yoga (Post Run),0,1237,1237,0,Workout,Yoga,,13410736415,2025-01-21T03:40:10Z,2025-01-21T09:10:10Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,91.6,135,FALSE,TRUE,0,0
140,2,Morning Run,7033.4,3087,3131,21.3,Run,Run,,13410649583,2025-01-21T02:30:04Z,2025-01-21T08:00:04Z,(GMT+05:30) Asia/Kolkata,19800,,,,1,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516853, 73.926667]","[18.518526, 73.928016]",2.278,3.953,76.2,TRUE,155.6,189,FALSE,TRUE,563.4,555.1
141,2,Morning Yoga,0,5176,5176,0,Workout,Yoga,,13402236176,2025-01-20T02:16:24Z,2025-01-20T07:46:24Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,4,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,97.9,146,FALSE,TRUE,0,0
142,2,Morning Yoga (Post Run),0,1073,1073,0,Workout,Yoga,,13384092162,2025-01-18T04:10:13Z,2025-01-18T09:40:13Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,111.1,149,FALSE,TRUE,0,0
143,2,Morning Run - Slow & Steady,10829,4773,4828,38.6,Run,Run,0,13383874414,2025-01-18T02:39:34Z,2025-01-18T08:09:34Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,6,1,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,"[18.516882, 73.926712]","[18.519831, 73.928238]",2.269,6.831,77.1,TRUE,160.6,192,FALSE,TRUE,564.8,555.5
144,2,Morning Yoga,0,5002,5002,0,Workout,Yoga,,13375901080,2025-01-17T02:32:39Z,2025-01-17T08:02:39Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,100.1,152,FALSE,TRUE,0,0
145,2,Morning Yoga (Post Run),0,1488,1488,0,Yoga,Yoga,,13367253057,2025-01-16T03:31:25Z,2025-01-16T09:01:25Z,(GMT+05:30) Asia/Kolkata,19800,,,,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,[],[],0,0,,TRUE,104.6,142,FALSE,TRUE,0,0
